"uid","idx","note"
 "BA222","5","On 18 Oct 1725, she left the convent to return to England.  She had a vocation and a very good singing voice, so she went for further training in England as it would help reduce her portion; her father had been badly affected by the South Sea financial difficulties.  The canonesses agreed to this."
 "PC128","1","She visited her dying sister Elizabeth at the Bruges Augustinians in 1735 - she had been convictress there from April 1732 to Dec 1733- and though she wanted to stay she was told she was too frail for religion (Bruges Annals II, 10, 20, 28)."
 "DB061","1","She lent a book of the convent's plain song to the Bruges Augustinians for them to copy and use at the request of their prioress, Lucy Herbert (Bruges Augs I ann 418-19)."
 "RP214","1","Although Isabel Bertley was not professed, the Chronicle uses the title Sister and records her as long term faithful servant. "
 "GP204","1","Served two terms as vicaress. Jubilarian"
 "RP017","1","Following the death of his wife, Frances' father placed her in the convent at three years old and became a Carthusian.  All her siblings entered religion, including the priest John Philip Betts."
 "RP016","1","Following the death of his wife, Ann's father placed her in the convent at and became a Carthusian. All her siblings entered religion, including the priest John Philip Betts.
"
 "RP024","1","Being too young to be clothed on her arrival in 1658 (with her sister Jane), she was sent to a French convent to learn the language first."
 "RP194","3","Daughter of the 3rd duke of Lennox."
 "AP071","1","Health problems led to postponment both of clothing and of profession. Was first clothed 1697 but sent out of the convent for want of health. Returned and clothed again 1700. Had to leave again in 1702 and spent time with Bernadines at Douay before returning for profession with the Poor Clares: see Register."
 "GP057","1","According to the Aire Register was an outsister at Gravelines before professing as a lay sister at Aire"
 "GP176","1","2nd Abbess"
 "GP221","1","Note in CRS vol to the effect that she was probably sister of Rev Edward Pickford president of the English College, Lisbon"
 "RP140","1","Her father was a benefactor of the house, R chron I 17."
 "LA004","5","According to VCH Essex 8, pp. 186-95, her grandfather James Altham, d. 1583, purchased Mark Hall from Lord Morley. He disinherited his eldest son Thomas because he was a Catholic (Visit. Essex (Harl. Soc. xiv), ii. 538-9; Essex Record Office, T/A 531/1, 2; E.R.O., D/DCw T13; Essex Recusant, v. 86; xv. 5-7;. Mark Hall and the associated estate descended through the issue of Thomas's brother Edward (d. 1605)."
 "AC124","2","Her father Lionel Wake, who lived in Antwerp, was son of Richard Wake of Hartwell (Stirnet)."
 "BA042","2","Father's first name supplied from Stirnet. The descent of this family from can be traced through mortgages and other deeds in The national Archives, DG24/277, DG24/286, DG24/327."
 "AP023","2","Served as outsister at Gravelines many years before going to Aire: see Aire register. Obituary notice in register includes her time at Gravelines in calculation of length of religious life."
 "GP189","1"," A member of the community that returned to Gravelines in Dec 1814: intro CRS vol p29-30 & Bertrand 226.

Brought up in the community since she was a child: Bertrand 211"
 "AP100","1","Served as outsister at Gravelines before joining Aire: see Aire register"
 "AP058","1","Some clashes in conventual sources re profession and clothing dates"
 "AP147","1","Surname in obits of Aire register"
 "GB069","1","returned Ghent"
 "GB133","1","Nolan p33 says she was sent to Ypres 1665 to assist in foundation"
 "GB082","1","returned Ghent"
 "GB180","2","Her mother's  name is derived from the examination record and has been garbled by the clerk. She was Catherine Southwell of Woodrising (see Stirnet, using various Visitations).
Catherine Plowden married twice."
 "GB262","1","Probably the same as Tillo GB230."
 "GB221","1","Letter to her brother describing events 1789 29 Dec, quoted in Nolan History Ypres 301--4"
 "YB050","1","Long novitiate because of troubles see Nolan 307"
 "YB055","2","Letters to and from Stuarts Nolan 422, 436-7, 440-59"
 "YB023","2","Letters to and from Stuarts Nolan 460, 468-71, 494-5"
 "OB019","6","Letters to and from Stuarts 363-415, 492-3"
 "GP232","3","Obit gives age at death as 59 and 31 years of profession: Aire register"
 "LS172","2","For uncle, see Stonor."
 "AP103","1","served as dispensier"
 "AP002","1","also dispensier"
 "AP142","1","also dispensier: 6th Abbess"
 "AP122","1","a model death according to the Register."
 "AP120","1","also Choir Mistress"
 "AP117","1","was cook and dispencer"
 "AP149","1","also mistress of the young & of the choir"
 "AP009","1","also sick mother and dispencer"
 "AP008","1","sick mother"
 "AP137","1","also sick mother"
 "AP075","1","also dispensier"
 "AP043","1","also dispensier: permitted to resign as 9th abbess because of deafness"
 "GB246","2","She was half niece of GP285, who was daughter of her grandfather's first wife.

She was probably cousin of GB247"
 "AP091","1","also dispensier"
 "AP126","1","rendered great servise in the quire haveing a fine voice she employed it with great fervour in the Divine Praises..."
 "AP029","1","also dispensier 3 years"
 "AP076","1","Her friends tried to persuade her not to join the Poor Clares because it was the poorest and strictest order."
 "AP145","1","died of breast cancer"
 "AP068","1","also dispensier: 11th Abbess"
 "AP071","2","Both her friends and her mother begged her not to return to the convent"
 "AP109","1","also sick mother and dispensier: 14th Abbess"
 "AP086","1","dispensier"
 "AP070","1","also dispensier"
 "AP014","1","also dispensier: 15th Abbess. Abbess for 3 years"
 "CB082","1","Possibly daughter of Cuthbert Haydock of Cottam Hall, Lancs, whose Will was proved 1660, and his wife Elizabeth Hothersall ( pedigree of Haydock in Hamilton, Chron. Louvain)."
 "AP015","1","Ages as given in convent records"
 "AP084","1","also dispencier"
 "AP058","2","also dispencier"
 "AP050","1","obit describes her as 'Venerable Mother': is this because of age or in recognition of offices held (but not specified) in the obit?"
 "AP060","1","also dispensier"
 "AP098","1","also dispensier"
 "AP041","1","also dispensier"
 "AP017","1","also dispensier"
 "AP049","1","also dispensier: obit specifies her as convert"
 "AP131","1","also sick mother"
 "AP038","1","also sick mother"
 "AP090","1","also sick mother"
 "AP139","2","'renounced an opulent fortune for the love of God'"
 "AP107","1","'she did not come with us to England but with the approbation of Superiors was left with her two pious sisters who lived near our dear convent because she was considered very capable to act... but finding all efforts in vain she wished to come to England and join our Community which she would have done had not serious illness prevented [it]....: obit in Aire Register   "
 "AP074","1","dispenser and sick mother: Jubilarian"
 "AP024","1","'she lost her intellects when young in Religion and remained without them to the last...': obit"
 "DP128","1","Joined community from Rouen 1807 31 Jan: see Rouen prof book"
 "DP089","1","joined community from Rouen 1807 31 Jan: Rouen prof book"
 "RP166","3","'Her abbacy a great loss to the Community & much regretted by all':  prof book"
 "LS065","1","Father was Governor of Virginia"
 "AP094","2","She had four Jesuit brothers: Leonard, who became archbishop of Baltimore, William, Charles (who escorted the Hoogstraten Caremlites back to America and became superior of the Maryland mission) and Francis."
 "GB026","1","Rachel Pottinger was Henry Boone's first wife"
 "AC018","2","Father also associated with Brentfield, Charles Cty, Maryland"
 "AC104","2","Originally intended to enter the Benedictines at Brussels: see Spalding notes 319"
 "BD065","2","Parents from Maryland: see Spalding list 321."
 "BA092","2","Her name is probably a misreading of Halsall."
 "PB036","1","Letters to Jesuits in Maryland held at Georgetown University, Washington DC
Described as Depositaire: Daumet 52"
 "CB027","6","At the invitation of the Bishop of Cambrai assisted Justina Gascoigne in reforming the French convent of St Lazar's in the town. She compiled instructions for performing the divine office and guides to devotions for them in French. She was chosen to assist in the foundation of the Paris convent. Wrote the Paris Constitutions 1656: copyist of a number of MSS including Julian of Norwich Showing of Love: see Holloway, 'Colections' pxvi"
 "PB027","1","Scribe of _Colections 1724_ Bib Mazarine MS1202:1 see http://www.umilta.net/coll.html accessed 30/08/2006 and a translation of Blosius"
